(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      113    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      206    0.045    0.000    0.045    0.000 {built-in method io.open_code}
        9    0.001    0.000    0.001    0.000 {built-in method io.open}
      206    0.018    0.000    0.018    0.000 {built-in method marshal.loads}
       50    0.000    0.000    0.000    0.000 {built-in method math.isinf}
       50    0.001    0.000    0.001    0.000 {built-in method math.isnan}
       28    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       89    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       87    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
  373/355    0.000    0.000    0.001    0.000 {built-in method numpy.asarray}
  359/198    0.004    0.000    0.009    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       31    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      181    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
       68    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       34    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        9    0.002    0.000    0.002    0.000 {built-in method pandas._libs.lib.ensure_string_array}
       13    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       29    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       18    0.003    0.000    0.003    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
      694    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       28    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
      861    0.045    0.000    0.045    0.000 {built-in method posix.stat}
        6    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
       12    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {built-in method utcnow}
      190    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
       18    0.001    0.000    0.001    0.000 {built-in method zlib.decompressobj}
       18    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7ff43daae790}
      164    0.219    0.001    0.736    0.004 {method 'Parse' of 'pyexpat.xmlparser' objects}
        6    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      221    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
      136    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      520    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
       23    0.001    0.000    0.001    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       21    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
      127    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       10    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       47    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
   139943    0.012    0.000    0.012    0.000 {method 'append' of 'collections.deque' objects}
    63091    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
       13    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
    13532    0.004    0.000    0.004    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
        9    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
        9    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
       35    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      144    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
     4882    0.002    0.000    0.008    0.000 {method 'decode' of 'bytes' objects}
      172    0.009    0.000    0.009    0.000 {method 'decompress' of 'zlib.Decompress' objects}
       10    0.000    0.000    0.000    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        9    0.000    0.000    0.000    0.000 {method 'diagonal' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    44774    0.006    0.000    0.006    0.000 {method 'encode' of 'str' objects}
   139943    0.015    0.000    0.015    0.000 {method 'end' of 'xml.etree.ElementTree.TreeBuilder' objects}
     8258    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
      188    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        8    0.002    0.000    0.002    0.000 {method 'factorize' of 'pandas._libs.hashtable.Int64Factorizer' objects}
        8    0.003    0.000    0.003    0.000 {method 'factorize' of 'pandas._libs.hashtable.ObjectFactorizer' objects}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      341    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       63    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
     2447    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
     2586    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       58    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {method 'get_count' of 'pandas._libs.hashtable.Factorizer' objects}
       12    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       51    0.001    0.000    0.001    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
    14788    0.004    0.000    0.004    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'increment_above' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       33    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       44    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
     3433    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
    15569    0.003    0.000    0.003    0.000 {method 'join' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      872    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
    14722    0.013    0.000    0.013    0.000 {method 'match' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       10    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      353    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     8680    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
   138249    0.013    0.000    0.013    0.000 {method 'popleft' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      358    0.054    0.000    0.054    0.000 {method 'read' of '_io.BufferedReader' objects}
      160    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        1    0.003    0.003    0.003    0.003 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
     1864    0.001    0.000    0.001    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      126    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
    22707    0.005    0.000    0.005    0.000 {method 'replace' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      423    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1601    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     3615    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       63    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      161    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       18    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
     1408    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
     2144    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
   139949    0.050    0.000    0.050    0.000 {method 'start' of 'xml.etree.ElementTree.TreeBuilder' objects}
       15    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
    25872    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
      460    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       18    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      140    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       21    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       20    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        8    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       57    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       75    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
       10    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
       12    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
       18    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        4    0.003    0.001    0.003    0.001 {pandas._libs.algos.take_2d_axis1_object_object}
       23    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        4    0.001    0.000    0.001    0.000 {pandas._libs.join.inner_join}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
       34    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
       30    0.004    0.000    0.004    0.000 {pandas._libs.lib.infer_dtype}
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
